ID,_case27_listing_type,Title,Content,_job_phone,_whatsapp,_fone-2,_job_location,_listing-details,_location,_links,_social-networks,_job_website,_job_email,_job_logo,_job_expires,_job_gallery,_job_cover,_form_heading,_other,Content,Title,"Post Type",Tags,_job_location,_contact-information,_featured
1445,place,"Império Ferragens",,"(38) 3676-6916",,,"Rua Virgílio Justiniano Ribeiro, 159 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Império Ferragens",job_listing,construcao|material,"Rua Virgílio Justiniano Ribeiro, 159 - Unaí - MG",,
1448,place,"Una Tintas","<strong>Unatintas Unai</strong>
Manager @sukicriativo 🔸Loja Autorizada Coral 🎨
🔸Tintas, Produtos de pintura e acessórios
📍R. Eli Pinto de Carvalho, 295 - Centro / Cruzeiro
Contato 👇
<a href=""http://linktr.ee/unatintas"">linktr.ee/unatintas</a>","(38) 3677-4777","(38) 99917-4087",,"Rua Eli Pinto de Carvalho, 295 - Centro - Unaí - MG",,,a:0:{},,https://www.instagram.com/unatintas,,"a:1:{i:0;s:78:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresas_unatintas_logo.jpg"";}",,"a:6:{i:0;s:80:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresa_unatintas_fotos03.jpg"";i:1;s:80:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresa_unatintas_fotos04.jpg"";i:2;s:80:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresa_unatintas_fotos02.jpg"";i:3;s:80:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresa_unatintas_fotos01.jpg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresa_unatintas_fotos02-1.jpg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresa_unatintas_fotos04-1.jpg"";}","a:1:{i:0;s:80:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresa_unatintas_fotos04.jpg"";}",,,"<strong>Unatintas Unai</strong>
Manager @sukicriativo 🔸Loja Autorizada Coral 🎨
🔸Tintas, Produtos de pintura e acessórios
📍R. Eli Pinto de Carvalho, 295 - Centro / Cruzeiro
Contato 👇
<a href=""http://linktr.ee/unatintas"">linktr.ee/unatintas</a>","Una Tintas",job_listing,tinta,"Rua Eli Pinto de Carvalho, 295 - Centro - Unaí - MG",,2
1449,place,"Caça e Pesca - Esporte e Lazer",,"(38) 3677-2238",,,"Avenida Governador Valadares, 100 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Caça e Pesca - Esporte e Lazer",job_listing,camping|pescaria,"Avenida Governador Valadares, 100 - Unaí - MG",,
1450,place,"MB Peças e Acessórios",,"(38) 3676-3318",,,"Avenida Governador Valadares, 1299 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"MB Peças e Acessórios",job_listing,,"Avenida Governador Valadares, 1299 - Unaí - MG",,
1451,place,"Maclaren Peças e Serviços",,"(38) 3676-3448",,"(38) 3676-1539","Rua Prefeito João Costa, 872 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Maclaren Peças e Serviços",job_listing,oficina|oficinas,"Rua Prefeito João Costa, 872 - Unaí - MG",,
1452,place,"Mecânica Auto Estrada",,"(38) 3677-2210",,,"Rua Arlindo Gomes Branquinho, 345 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mecânica Auto Estrada",job_listing,oficina|oficinas,"Rua Arlindo Gomes Branquinho, 345 - Unaí - MG",,
1453,place,"Mecânica e Auto Peças Nossa Sra Abadia",,"(38) 3676-1320",,,"Rodovia Br 251, KM 938 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mecânica e Auto Peças Nossa Sra Abadia",job_listing,oficina|oficinas,"Rodovia Br 251, KM 938 - Unaí - MG",,
1454,place,"Mecânica e Auto Peças Vadiesel",,"(38) 3676-5202",,,"Rua Rubis, 85 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mecânica e Auto Peças Vadiesel",job_listing,oficina|oficinas,"Rua Rubis, 85 - Unaí - MG",,
1455,place,"Mecânica MG Tratores",,"(38) 3676-7756",,,"Rua Capim Branco, 88 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mecânica MG Tratores",job_listing,hidraulica|oficina|oficinas,"Rua Capim Branco, 88 - Unaí - MG",,
1456,place,"Pickup Car Mecânica Peças e Serviços",,"(38) 3676-1668",,,"Rua Prefeito João Costa, 924 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Pickup Car Mecânica Peças e Serviços",job_listing,oficina|oficinas,"Rua Prefeito João Costa, 924 - Unaí - MG",,
1457,place,"WM Automóveis e Peças",,"(38) 3676-1256",,"(38) 3676-1988","Rua Prefeito João Costa, 896 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"WM Automóveis e Peças",job_listing,fiat|oficina|oficinas,"Rua Prefeito João Costa, 896 - Unaí - MG",,
1458,place,"Mecanor Mecânica Noroeste",,"(38) 3677-4413",,,"Rodovia Br 251, 902 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mecanor Mecânica Noroeste",job_listing,oficina|oficinas,"Rodovia Br 251, 902 - Unaí - MG",,
1459,place,"Mega Agronegócios",,"(38) 3676-9313",,,"Avenida Rui Barbosa, 330 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mega Agronegócios",job_listing,,"Avenida Rui Barbosa, 330 - Unaí - MG",,
1460,place,"Mega Hertz Auto Elétrica","<strong>Mega Hertz Elétrica</strong>
Produto/serviço
⏰Segunda a sexta 07:30 às 17:30
⏰Sábado 08:00 às 12:00
☎️(38) 3676-5112
Solicite-nos um orçamento ou faça seu pedido através 👇🏼
<a href=""http://wa.me/message/BMDWLILMPMH7N1"" target=""_blank"" rel=""noopener"">wa.me/message/BMDWLILMPMH7N1</a>","(38) 3676-5112","(38) 9815-4709","(38) 3676-9100","Rua Virgílio Justiniano Ribeiro, 1209 - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:43:""https://www.instagram.com/megahertzeletrica"";}}",,,,"a:1:{i:0;s:79:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresas-mega-hertz-logo.jpg"";}",,a:0:{},a:0:{},,,"<strong>Mega Hertz Elétrica</strong>
Produto/serviço
⏰Segunda a sexta 07:30 às 17:30
⏰Sábado 08:00 às 12:00
☎️(38) 3676-5112
Solicite-nos um orçamento ou faça seu pedido através 👇🏼
<a href=""http://wa.me/message/BMDWLILMPMH7N1"" target=""_blank"" rel=""noopener"">wa.me/message/BMDWLILMPMH7N1</a>","Mega Hertz Auto Elétrica",job_listing,auto|eletricas,"Rua Virgílio Justiniano Ribeiro, 1209 - Unaí - MG",,1
1461,place,"Mega Veículos",,"(38) 3677-4440",,"(38) 3677-4430","Avenida Governador Valadares, 1396 - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:7:""Website"";s:3:""url"";s:27:""www.megaveiculosunai.com.br"";}}",,www.megaveiculosunai.com.br,,a:0:{},,a:0:{},a:0:{},,,,"Mega Veículos",job_listing,carro|carros|revenda|revendas,"Avenida Governador Valadares, 1396 - Unaí - MG",,
1462,place,"Mensagem Ao Vivo Fonada Gilson e Cidinha",,"(38) 3676-7331",,"(38) 99802-4596","Rua Patos de Minas, 743 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mensagem Ao Vivo Fonada Gilson e Cidinha",job_listing,mensagens,"Rua Patos de Minas, 743 - Unaí - MG",,
1463,place,"Publicidae e Mensagens Ao Vivo Rodrigo Rodrigues",,"(38) 3676-5996",,"(38) 99908-1222","Rua Framboesa, 15 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Publicidae e Mensagens Ao Vivo Rodrigo Rodrigues",job_listing,locucao|mensagens,"Rua Framboesa, 15 - Unaí - MG",,
1464,place,"Mercadinho Bom Preço",,"(38) 3676-2871",,,"Avenida Castelo Branco, 412 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercadinho Bom Preço",job_listing,mercado|mercados|mercearia|mercearias|supermercado|supermercados,"Avenida Castelo Branco, 412 - Unaí - MG",,
1465,place,"Mercadinho Real",,"(38) 3676-2030",,,"Rua Celina Lisboa Frederico, 1571 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercadinho Real",job_listing,mercado|mercados|mercearia|mercearias|supermercado|supermercados,"Rua Celina Lisboa Frederico, 1571 - Unaí - MG",,
1466,place,"Mercadinho Santa Luzia",,"(38) 3677-3372",,,"Rua Serra, 761 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercadinho Santa Luzia",job_listing,mercado|mercados|mercearia|mercearias|supermercado|supermercados,"Rua Serra, 761 - Unaí - MG",,
1467,place,"Mercearia Vasconcelos",,"(38) 3676-4552",,,"Rua Eli Pinto de Carvalho, 128 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Vasconcelos",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Rua Eli Pinto de Carvalho, 128 - Unaí - MG",,
1468,place,"Supermercado 2 Manos",,"(38) 3676-8450",,,"Rua Matias Nunes Souza, 290 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Supermercado 2 Manos",job_listing,mercado|mercados|mercearia|mercearias|supermercados,"Rua Matias Nunes Souza, 290 - Unaí - MG",,
1469,place,"Supermercado Modelo",,"(38) 3677-4474",,,"Rua Dona Nina, 1110 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Supermercado Modelo",job_listing,mercados|mercearia|mercearias|supermercado|supermercados,"Rua Dona Nina, 1110 - Unaí - MG",,
1470,place,"Mercado Orione",,"(38) 3676-2287",,,"Avenida Governador Valadares, 2400 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercado Orione",job_listing,mercados|mercearia|mercearias|supermercado|supermercados,"Avenida Governador Valadares, 2400 - Unaí - MG",,
1471,place,"Supermercado Bela Vista",,"(38) 3676-6525",,,"Avenida Governador Valadares, 2748 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Supermercado Bela Vista",job_listing,mercado|mercados|mercearia|mercearias|supermercados,"Avenida Governador Valadares, 2748 - Unaí - MG",,
1472,place,"Mercantil Veículos","<strong>Realize o sonho de adquirir seu veículo</strong>
MULTIMARCAS | SEMINOVOS
📍 Av.Governador Valadares, n° 1550 - Centro Unaí (MG)
<a href=""http://www.mercantilveiculos.com.br"" target=""_blank"" rel=""noopener"">www.mercantilveiculos.com.br</a>","(38) 3676-4813","(38) 99961-9661",,"Avenida Governador Valadares, 1550 - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:44:""https://www.instagram.com/mercantil_veiculos"";}}",,https://www.mercantilveiculos.com.br,,"a:1:{i:0;s:86:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresas-mercantil-veculos-logo.jpg"";}",,a:0:{},a:0:{},,,"<strong>Realize o sonho de adquirir seu veículo</strong>
MULTIMARCAS | SEMINOVOS
📍 Av.Governador Valadares, n° 1550 - Centro Unaí (MG)
<a href=""http://www.mercantilveiculos.com.br"" target=""_blank"" rel=""noopener"">www.mercantilveiculos.com.br</a>","Mercantil Veículos",job_listing,"carro|carros|carros seminovos|revenda|revendas|veiculos|veiculos multimarcas|venda de carros","Avenida Governador Valadares, 1550 - Unaí - MG",,1
1473,place,"Mercearia 3 Irmãos",,"(38) 3676-1545",,,"Avenida Governador Valadares, 49 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia 3 Irmãos",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Avenida Governador Valadares, 49 - Unaí - MG",,
1474,place,"Armazém do Elinho",,"(38) 3676-2399",,,"Avenida Governador Valadares, 369 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Armazém do Elinho",job_listing,mercado|mercados|mercearia|mercearias|supermercado|supermercados,"Avenida Governador Valadares, 369 - Unaí - MG",,
1475,place,"Armazém do Japão",,"(38) 3677-2933",,,"Rua Mangabas, 352 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Armazém do Japão",job_listing,mercado|mercados|mercearia|mercearias|supermercado|supermercados,"Rua Mangabas, 352 - Unaí - MG",,
1476,place,"Armazém Jerônimo",,"(38) 3676-8137",,,"Rua Três, 16 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Armazém Jerônimo",job_listing,mercado|mercados|mercearia|mercearias|supermercado|supermercados,"Rua Três, 16 - Unaí - MG",,
1477,place,"Armazém Ribeiro",,"(38) 3676-4368",,,"Rua San Salvador, 158 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Armazém Ribeiro",job_listing,mercado|mercados|mercearia|mercearias|supermercado|supermercados,"Rua San Salvador, 158 - Unaí - MG",,
1478,place,"Mercearia Alves",,"(38) 3676-4858",,,"Rua Canabrava, 1153 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Alves",job_listing,mercado|mercados|mercearia|mercearias|supermercado|supermercados,"Rua Canabrava, 1153 - Unaí - MG",,
1479,place,"Mercearia Araguaia",,"(38) 3676-3399",,,"Rua Rio Preto, 243 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Araguaia",job_listing,mercado|mercados|mercearia|mercearias|supermercado|supermercados,"Rua Rio Preto, 243 - Unaí - MG",,
1480,place,"Mercearia Braz",,"(38) 3676-5784",,,"Rua Santa Luzia, 360 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Braz",job_listing,mercado|mercados|mercearia|mercearias|supermercado|supermercados,"Rua Santa Luzia, 360 - Unaí - MG",,
1481,place,"Mercearia Cordeiro",,"(38) 3676-3796",,,"Rua Cachoeira, 1192 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Cordeiro",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Rua Cachoeira, 1192 - Unaí - MG",,
1482,place,"Mercearia do Marcinho",,"(38) 3676-6265",,,"Rua Geraldo F Santos, 196 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia do Marcinho",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Rua Geraldo F Santos, 196 - Unaí - MG",,
1483,place,"Mercearia do Paulinho",,"(38) 3676-5186",,,"Avenida Vereador João Narciso, 939 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia do Paulinho",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Avenida Vereador João Narciso, 939 - Unaí - MG",,
1484,place,"Mercearia e Armazém Santos",,"(38) 3676-7571",,,"Avenida Governador Valadares, 61 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia e Armazém Santos",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Avenida Governador Valadares, 61 - Unaí - MG",,
1485,place,"Mercearia Mendes",,"(38) 3676-5197",,,"Rua Prefeito João Costa, 293 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Mendes",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Rua Prefeito João Costa, 293 - Unaí - MG",,
1486,place,"Mercearia Peg Pag Silva",,"(38) 3676-2402",,,"Rua Josinda Martins, 56 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Peg Pag Silva",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Rua Josinda Martins, 56 - Unaí - MG",,
1487,place,"Mercearia Jardim",,"(38) 3676-6760",,,"Rua Camélias, 523 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Jardim",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Rua Camélias, 523 - Unaí - MG",,
1488,place,"Mercearia Oliveira",,"(38) 3676-7413",,,"Rua Prefeito João Costa, 347 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Oliveira",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Rua Prefeito João Costa, 347 - Unaí - MG",,
1489,place,"Mercearia Resende",,"(38) 3676-2042",,,"Avenida José Luiz Adjuto, 1169 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Resende",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Avenida José Luiz Adjuto, 1169 - Unaí - MG",,
1490,place,"Mercearia Sertaneja",,"(38) 3676-4841",,,"Rua Djalma Torres, 1296 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia Sertaneja",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Rua Djalma Torres, 1296 - Unaí - MG",,
1491,place,"Mercearia União",,"(38) 3676-8136",,,"Rua Matias Nunes Souza, 270 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mercearia União",job_listing,mercado|mercados|mercearias|supermercado|supermercados,"Rua Matias Nunes Souza, 270 - Unaí - MG",,
1492,place,"Metalbel Estruturas Metálicas",,"(38) 3677-5044",,"(38) 3677-5045","Rodovia Br 251, km02 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Metalbel Estruturas Metálicas",job_listing,,"Rodovia Br 251, km02 - Unaí - MG",,
1493,place,"Metal Forte Fábrica de Calhas e Rufos",,"(38) 3676-9822",,,"Avenida São João, 470 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Metal Forte Fábrica de Calhas e Rufos",job_listing,,"Avenida São João, 470 - Unaí - MG",,
1494,place,"Miami Presentes",,"(38) 3676-8871",,,"Avenida Governador Valadares, 774 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Miami Presentes",job_listing,,"Avenida Governador Valadares, 774 - Unaí - MG",,
1495,place,"Micro House Informática",,"(38) 3676-1174",,,"Rua José do Patrocínio, 710 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Micro House Informática",job_listing,computador|computadores,"Rua José do Patrocínio, 710 - Unaí - MG",,
1496,place,"Micro Mais Informática",,"(38) 3677-6199",,,"Rua Natal Justino da Costa, 757 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Micro Mais Informática",job_listing,computador|computadores,"Rua Natal Justino da Costa, 757 - Unaí - MG",,
1497,place,"Mil Brindes",,"(38) 3676-7998",,,"Rua Alba Gonzaga, 448 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mil Brindes",job_listing,,"Rua Alba Gonzaga, 448 - Unaí - MG",,
1499,place,"Milênio Jóias",,"(38) 3676-8415",,,"Avenida Governador Valadares, 631 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Milênio Jóias",job_listing,relojoaria|relojoarias,"Avenida Governador Valadares, 631 - Unaí - MG",,
1500,place,"Minas Brasil Armazém Gerais e CNB Transporte",,"(38) 3676-8571",,,"Rodovia Br 251, 590 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Minas Brasil Armazém Gerais e CNB Transporte",job_listing,cerealista|cerealistas,"Rodovia Br 251, 590 - Unaí - MG",,
1501,place,"Secretaria de Estado da Saúde de Minas Gerais",,"(38) 3677-9300",,,"Avenida Governador Valadares, 1634 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Secretaria de Estado da Saúde de Minas Gerais",job_listing,"secretarias|utilidade publica","Avenida Governador Valadares, 1634 - Unaí - MG",,
1502,place,"Secretaria de Estado da Educação de Minas Gerais",,"(38) 3677-9500",,,"Rua Nossa Senhora do Carmo, 3 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Secretaria de Estado da Educação de Minas Gerais",job_listing,"secretarias|utilidade publica","Rua Nossa Senhora do Carmo, 3 - Unaí - MG",,
1503,place,"Minas Gesso",,"(38) 3676-4652",,,"Rua João Pinheiro, 437 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Minas Gesso",job_listing,forro|pvc,"Rua João Pinheiro, 437 - Unaí - MG",,
1504,place,"Minas Móveis",,"(38) 3676-4917",,,"Avenida Governador Valadares, 486 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Minas Móveis",job_listing,marcenaria|marcenarias,"Avenida Governador Valadares, 486 - Unaí - MG",,
1505,place,"Minas Móveis - Fábrica",,"(38) 99118-7560",,,"Avenida José Luiz Adjuto, 1341 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Minas Móveis - Fábrica",job_listing,,"Avenida José Luiz Adjuto, 1341 - Unaí - MG",,
1506,place,"Minas Seguros",,"(38) 3676-3555",,,"Rua Celina Lisboa Frederico, 111 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Minas Seguros",job_listing,seguro,"Rua Celina Lisboa Frederico, 111 - Unaí - MG",,
1507,place,"Minas Sorriso Consultório Odontológico",,"(38) 3676-3761",,,"Rua Celina Lisboa Frederico, 65 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Minas Sorriso Consultório Odontológico",job_listing,dentista|dentistas,"Rua Celina Lisboa Frederico, 65 - Unaí - MG",,
1508,place,"Minas Temper Vidros - Vidraçaria",,"(38) 3676-1381",,,"Rua Aldeia, 334 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Minas Temper Vidros - Vidraçaria",job_listing,blindex|vidracaria|vidracarias|vidro,"Rua Aldeia, 334 - Unaí - MG",,
1509,place,"Mineirão Distribuidora de Bebidas e Locadora",,"(38) 3676-9610",,,"Rua Professor Olímpio Gonzaga, 28 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Mineirão Distribuidora de Bebidas e Locadora",job_listing,distribuidoras,"Rua Professor Olímpio Gonzaga, 28 - Unaí - MG",,
1510,place,Xitabacana,,"(38) 3676-4204",,"(38) 3676-3353","Avenida Governador Valadares, 1234 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,Xitabacana,job_listing,lojas|roupa|roupas,"Avenida Governador Valadares, 1234 - Unaí - MG",,
1511,place,"Xodó Restaurante","<strong>Almoço todos os dias 😋😋😋</strong>
Faça seu pedido de marmitex, bebidas, porções aqui a partir das 10:00 h
👇👇👇👇👇👇👇
<a href=""http://xodo.poppedidos.com.br"" target=""_blank"" rel=""noopener"">xodo.poppedidos.com.br</a>","(38) 3676-4546","(38) 99913-4546",,"Rua Djalma Torres, 326 - Centro - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:49:""https://www.instagram.com/xodo_restaurante_unaimg"";}}",,,,"a:1:{i:0;s:85:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresas-xodo-restaurante-logo.jpg"";}",,a:0:{},a:0:{},,,"<strong>Almoço todos os dias 😋😋😋</strong>
Faça seu pedido de marmitex, bebidas, porções aqui a partir das 10:00 h
👇👇👇👇👇👇👇
<a href=""http://xodo.poppedidos.com.br"" target=""_blank"" rel=""noopener"">xodo.poppedidos.com.br</a>","Xodó Restaurante",job_listing,marmita|marmitas|restaurantes,"Rua Djalma Torres, 326 - Centro - Unaí - MG",,1
1512,place,"Zapp Fashion",,"(38) 3676-6444",,,"Avenida Governador Valadares, 888 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Zapp Fashion",job_listing,roupa|roupas,"Avenida Governador Valadares, 888 - Unaí - MG",,
1513,place,"Zapp Modas",,"(38) 3676-5437",,"(38) 3676-8720","Avenida Governador Valadares, 917 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Zapp Modas",job_listing,roupa|roupas,"Avenida Governador Valadares, 917 - Unaí - MG",,
1514,place,"Zapp Kids e Teens",,"(38) 3676-9070",,,"Avenida Governador Valadares, 914 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Zapp Kids e Teens",job_listing,roupa|roupas,"Avenida Governador Valadares, 914 - Unaí - MG",,
1515,place,"Zastras Brinquedos",,"(38) 3676-5329",,,"Rua Canabrava, 256 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Zastras Brinquedos",job_listing,brinquedo,"Rua Canabrava, 256 - Unaí - MG",,
1516,place,"Zulato Mídia",,"(38) 99916-9957",,,"Rua Princesa Isabel, 385 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Zulato Mídia",job_listing,agencia|agencias|publicidade,"Rua Princesa Isabel, 385 - Unaí - MG",,
1517,place,"Zilda Maria Cabeleireira",,"(38) 3676-2173",,,"Rua Calixto Martins de Melo, 126 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Zilda Maria Cabeleireira",job_listing,beleza|cabeleireiro|de|saloes,"Rua Calixto Martins de Melo, 126 - Unaí - MG",,
1518,place,"Zipper Modas",,"(38) 3676-5757",,,"Rua Djalma Torres, 265 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Zipper Modas",job_listing,roupa|roupas,"Rua Djalma Torres, 265 - Unaí - MG",,
1519,place,"W Egido Comércio e Consultoria",,"(38) 3676-3303",,"(38) 3676-3679","Avenida Governador Valadares, 940 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"W Egido Comércio e Consultoria",job_listing,,"Avenida Governador Valadares, 940 - Unaí - MG",,
1520,place,"WA Segurança Eletrônica",,"(38) 3676-1338",,,"Avenida Vicente P Pessoa, 176 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"WA Segurança Eletrônica",job_listing,,"Avenida Vicente P Pessoa, 176 - Unaí - MG",,
1521,place,"Wagner Perfumes",,"(38) 3676-8468",,,"Rua Canabrava, 235 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Wagner Perfumes",job_listing,cosmeticos|perfume,"Rua Canabrava, 235 - Unaí - MG",,
1522,place,"Wagner Perfumes",,"(38) 3676-4562",,,"Rua Djalma Torres, 251 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Wagner Perfumes",job_listing,cosmeticos|perfume,"Rua Djalma Torres, 251 - Unaí - MG",,
1523,place,"Way Instalação e Manutenção 24 Horas",,"(38) 3677-6051",,,"Rua Santa Luzia, 1085 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Way Instalação e Manutenção 24 Horas",job_listing,,"Rua Santa Luzia, 1085 - Unaí - MG",,
