ID,_case27_listing_type,Title,Content,_job_phone,_whatsapp,_fone-2,_job_location,_listing-details,_location,_links,_social-networks,_job_website,_job_email,_job_logo,_job_expires,_job_gallery,_job_cover,_form_heading,_other,Content,Title,"Post Type",Tags,_job_location,_contact-information,_featured,_claimed,"Custom Taxonomy: Qualification"
594,place,"Farmácia Canaan","<strong>Farmácia Canaan</strong>
<strong>Farmácia/drogaria</strong>
A Canaan faz muito bem! 💚
Faça suas compras também pelo WhatsApp: 👇
<a href=""http://wa.me/553888227151"" target=""_blank"" rel=""noopener"">wa.me/553888227151</a>","(38) 3676-7900","(38) 8822-7151",,"Av. Governador Valadares, 956 - Centro - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:41:""https://www.instagram.com/farmaciascanaan"";}}",,,,"a:1:{i:0;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_farmaciacanaan_logo.png"";}",,a:0:{},a:0:{},,,"<strong>Farmácia Canaan</strong>
<strong>Farmácia/drogaria</strong>
A Canaan faz muito bem! 💚
Faça suas compras também pelo WhatsApp: 👇
<a href=""http://wa.me/553888227151"" target=""_blank"" rel=""noopener"">wa.me/553888227151</a>","Farmácia Canaan",job_listing,drogaria|drogarias|farmacias,"Av. Governador Valadares, 956 - Centro - Unaí, MG",,2,1,
595,place,"Farmácia Campos",,"(38) 3676-1973",,"(38) 3676-1514","Avenida Governador Valadares, 751 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Farmácia Campos",job_listing,drogaria|drogarias|farmacias,"Avenida Governador Valadares, 751 - Unaí - MG",,,0,
596,place,"Drogaria Noroeste",,"(38) 99952-0123","(38) 99952-0123",,"Avenida Governador Valadares, 1140 - Unaí, MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Drogaria Noroeste",job_listing,drogaria|drogarias|farmacias,"Avenida Governador Valadares, 1140 - Unaí, MG",,0,1,
597,place,"Farmácia Drogamelo",,"(38) 3676-1557",,"(38) 3677-1557","Avenida José Luiz Adjuto, 288 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Farmácia Drogamelo",job_listing,drogaria|drogarias|farmacias,"Avenida José Luiz Adjuto, 288 - Centro - Unaí - MG",,,0,
598,place,"Drogaria Central",,"(38) 3676-3961",,,"Avenida Governador Valadares, 1861 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Drogaria Central",job_listing,drogaria|drogarias|farmacia|farmacias,"Avenida Governador Valadares, 1861 - Unaí - MG",,,0,
599,place,"Farmácia Colatto","<strong>Farmácia Colatto</strong>
Farmácia/drogaria
💊Qualidade, Respeito e Segurança!
👇Clique no link para WhatsApp 👇
<a href=""https://api.whatsapp.com/send?phone=(38)%2099826-9950%20&amp;text=Ol%C3%A1,%20estou%20no%20Guia%20Una%C3%AD%20e%20gostaria%20de%20receber%20atendimento!"">api.whatsapp.com/send?phone=5538998269950</a>","(38) 3676-7002","(38) 99826-9950",,"Rua São José, 768 - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:41:""https://www.instagram.com/farmaciacolatto"";}}",,,,"a:1:{i:0;s:76:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresas_collato_logo.jpg"";}",,a:0:{},a:0:{},,,"<strong>Farmácia Colatto</strong>
Farmácia/drogaria
💊Qualidade, Respeito e Segurança!
👇Clique no link para WhatsApp 👇
<a href=""https://api.whatsapp.com/send?phone=(38)%2099826-9950%20&amp;text=Ol%C3%A1,%20estou%20no%20Guia%20Una%C3%AD%20e%20gostaria%20de%20receber%20atendimento!"">api.whatsapp.com/send?phone=5538998269950</a>","Farmácia Colatto",job_listing,drogaria|drogarias|farmacias,"Rua São José, 768 - Unaí - MG",,1,1,
601,place,"Drogaria Cristo Rei",,"(38) 3676-1620",,"(38) 3676-4605","Avenida Governador Valadares, 1478 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Drogaria Cristo Rei",job_listing,drogaria|drogarias|farmacia|farmacias,"Avenida Governador Valadares, 1478 - Unaí - MG",,,0,
602,place,"Drogaria Drogafácil",,"(38) 3676-2477",,,"Avenida José Luiz Adjuto, 248 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Drogaria Drogafácil",job_listing,drogaria|drogarias|farmacia|farmacias,"Avenida José Luiz Adjuto, 248 - Unaí - MG",,,0,
603,place,"Drogaria Família Econômica",,"(38) 3677-4050",,,"Avenida Governador Valadares, 632 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Drogaria Família Econômica",job_listing,drogaria|drogarias|farmacia|farmacias,"Avenida Governador Valadares, 632 - Unaí - MG",,,0,
604,place,"Drogaria Ideal",,"(38) 3676-7018",,,"Avenida Castelo Branco, 34 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Drogaria Ideal",job_listing,drogaria|drogarias|farmacia|farmacias,"Avenida Castelo Branco, 34 - Unaí - MG",,,0,
605,place,"Farmácia Drogavida",,"(38) 3676-5060",,,"Rua Matias Nunes Souza, 203 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Farmácia Drogavida",job_listing,drogaria|drogarias|farmacias,"Rua Matias Nunes Souza, 203 - Unaí - MG",,,0,
606,place,"Drogaria Mais Saúde",,"(38) 3676-3350",,,"Rua Maria Galdina, 270 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Drogaria Mais Saúde",job_listing,drogaria|drogarias|farmacia|farmacias,"Rua Maria Galdina, 270 - Unaí - MG",,,0,
607,place,"Drogaria Nacional",,"(38) 3676-6050",,,"Praça São Cristóvão, 273 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Drogaria Nacional",job_listing,drogaria|drogarias|farmacia|farmacias,"Praça São Cristóvão, 273 - Unaí - MG",,,0,
608,place,"Farmácia de Manipulação Naturalis",,"(38) 3676-8687",,,"Rua Djalma Torres, 333 sl 01 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Farmácia de Manipulação Naturalis",job_listing,drogaria|drogarias|farmacias,"Rua Djalma Torres, 333 sl 01 - Unaí - MG",,,0,
609,place,"Farmácia Nossa Senhora das Graças",,"(38) 3676-1245",,,"Rua Afrânio Gonzaga, 10 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Farmácia Nossa Senhora das Graças",job_listing,drogaria|drogarias|farmacias,"Rua Afrânio Gonzaga, 10 - Unaí - MG",,,0,
610,place,"Pharma Flora","<strong>Farmácia Pharma Flora (Unaí - MG)</strong>
• Manipulação de medicamentos 👩🏻‍🔬
• Drogaria 💊
• 20 anos de tradição 🏅
• Telefone (38) 3676-5970 | WhatsApp (38) 99813-9401","(38) 3676-5970","(38) 99813-9401",,"Rua Djalma Torres, 436 - Unaí - MG",,,"a:2:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:41:""https://www.instagram.com/pharmafloraunai"";}i:1;a:2:{s:7:""network"";s:8:""Facebook"";s:3:""url"";s:36:""https://www.facebook.com/pharmaflora"";}}",,,,"a:1:{i:0;s:83:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_logo.jpg"";}",,"a:13:{i:0;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fachada.jpg"";i:1;s:88:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-11.jpg"";i:2;s:87:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-1.jpg"";i:3;s:87:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-2.jpg"";i:4;s:87:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-3.jpg"";i:5;s:87:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-4.jpg"";i:6;s:87:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-5.jpg"";i:7;s:87:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-6.jpg"";i:8;s:87:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-7.jpg"";i:9;s:87:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-8.jpg"";i:10;s:87:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-9.jpg"";i:11;s:88:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-10.jpg"";i:12;s:88:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_fotos_-12.jpg"";}","a:1:{i:0;s:81:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_pharmaflora_bg.jpg"";}",,,"<strong>Farmácia Pharma Flora (Unaí - MG)</strong>
• Manipulação de medicamentos 👩🏻‍🔬
• Drogaria 💊
• 20 anos de tradição 🏅
• Telefone (38) 3676-5970 | WhatsApp (38) 99813-9401","Pharma Flora",job_listing,drogaria|drogarias|farmacia|farmacias|Homeopatia|Manipulação,"Rua Djalma Torres, 436 - Unaí - MG",,1,1,
611,place,"Farmácia Rio Preto",,"(38) 3676-1364",,,"Avenida José Luiz Adjuto, 246 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Farmácia Rio Preto",job_listing,drogaria|drogarias|farmacias,"Avenida José Luiz Adjuto, 246 - Unaí - MG",,,0,
612,place,"Farmácia Unaí",,"(38) 3676-1211",,"(38) 3676-1299","Avenida Governador Valadares, 1012 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Farmácia Unaí",job_listing,drogaria|drogarias|farmacias,"Avenida Governador Valadares, 1012 - Unaí - MG",,,0,
613,place,"Fartura Atacadista",,"(38) 3676-9748",,,"Rua Gilberto Medeiros, 275 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fartura Atacadista",job_listing,,"Rua Gilberto Medeiros, 275 - Unaí - MG",,,0,
614,place,"Fartura Gás e Água",,"(38) 3676-7330",,,"Rua Jambos, 385 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fartura Gás e Água",job_listing,agua|mineral,"Rua Jambos, 385 - Unaí - MG",,,0,
615,place,"Fashion Modas",,"(38) 3676-5081",,,"Rua Aldeia, 322 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fashion Modas",job_listing,roupa|roupas,"Rua Aldeia, 322 - Centro - Unaí - MG",,,0,
616,place,"FATEE - Faculdade Teologia Eliada",,"(38) 3677-2411",,,"Avenida Santos Dumont, 431 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"FATEE - Faculdade Teologia Eliada",job_listing,,"Avenida Santos Dumont, 431 - Unaí - MG",,,0,
617,place,"Fazenda Catingueiro Dirceu Rodighero",,"(38) 3505-4262",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Catingueiro Dirceu Rodighero",job_listing,fazendas,,,,0,
618,place,"Fazenda Bela Vista Massaru Hachiya",,"(38) 3676-9837",,,"Rua Djalma Torres, 251 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Bela Vista Massaru Hachiya",job_listing,fazendas,"Rua Djalma Torres, 251 - Unaí - MG",,,0,
619,place,"Fazenda Canto",,"(38) 3676-2047",,,"Rua Nossa Senhora do Carmo, 224 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Canto",job_listing,fazendas,"Rua Nossa Senhora do Carmo, 224 - Unaí - MG",,,0,
620,place,"Fazenda Engenho",,"(38) 3505-0279",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Engenho",job_listing,fazendas,,,,0,
621,place,"Fazenda Estrela",,"(38) 3505-0451",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Estrela",job_listing,fazendas,,,,0,
622,place,"Fazenda Fala Verdade Valdemar Bernardes Faria",,"(38) 3505-2897",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Fala Verdade Valdemar Bernardes Faria",job_listing,fazendas,,,,0,
623,place,"Fazenda Guaribas",,"(38) 3505-1160",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Guaribas",job_listing,fazendas,,,,0,
624,place,"Fazenda Guaribas",,"(38) 3505-1160",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Guaribas",job_listing,fazendas,,,,0,
625,place,"Fazenda Paraíso da Chapada - Escritório",,"(38) 3676-6285",,,"Rua Natal Justino da Costa, 904 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Paraíso da Chapada - Escritório",job_listing,fazendas,"Rua Natal Justino da Costa, 904 - Unaí - MG",,,0,
626,place,"Pedras Agropecuária",,"(38) 3676-2554",,,"Rua Gerson Rodrigues Gondim, 519 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Pedras Agropecuária",job_listing,,"Rua Gerson Rodrigues Gondim, 519 - Unaí - MG",,,0,
627,place,"Fazenda Prata",,"(38) 3505-0603",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Prata",job_listing,fazendas,,,,0,
628,place,"Fazenda Quatro Estações",,"(38) 3505-0708",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Quatro Estações",job_listing,fazendas,,,,0,
629,place,"Fazenda Rio Preto",,"(38) 3505-0110",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Rio Preto",job_listing,fazendas,,,,0,
630,place,"Fazenda São José",,"(38) 3676-6016",,"(38) 3676-1523","Rua Djalma Torres, 251 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda São José",job_listing,fazendas,"Rua Djalma Torres, 251 - Unaí - MG",,,0,
631,place,"Fazenda São Miguel",,"(38) 3505-6666",,"(38) 3505-3300",,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda São Miguel",job_listing,fazendas,,,,0,
632,place,"Fazenda Taquaril",,"(38) 3505-3331",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Taquaril",job_listing,fazendas,,,,0,
633,place,"Fazenda Terra Nova",,"(38) 3505-0096",,,,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Terra Nova",job_listing,fazendas,,,,0,
634,place,"Fazenda Trombas",,"(38) 3676-3499",,,"Avenida Castelo Branco, 621 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Trombas",job_listing,fazendas,"Avenida Castelo Branco, 621 - Unaí - MG",,,0,
635,place,"Fazenda W Egido",,"(38) 3676-7610",,"(38) 3676-7911",,,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda W Egido",job_listing,fazendas,,,,0,
636,place,Fecap,,"(38) 3676-3108",,,"Rua Prefeito João Costa, 972 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,Fecap,job_listing,,"Rua Prefeito João Costa, 972 - Unaí - MG",,,0,
637,place,"Fazenda Primavera",,"(38) 3676-8000",,,"Rua Sabará, 153 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fazenda Primavera",job_listing,fazendas,"Rua Sabará, 153 - Unaí - MG",,,0,
638,place,"Federal Motos -  Concessionária Yamaha",,"(38) 3677-5060",,"(38) 3677-5050","Rua Celina Lisboa Frederico, 353 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Federal Motos -  Concessionária Yamaha",job_listing,concessionaria|concessionarias|moto|motos|yamaha,"Rua Celina Lisboa Frederico, 353 - Unaí - MG",,,0,
639,place,"Feijão Agrominas",,"(38) 3676-8175",,,"Rua Virgílio Justiniano Ribeiro, 111F - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Feijão Agrominas",job_listing,,"Rua Virgílio Justiniano Ribeiro, 111F - Unaí - MG",,,0,
640,place,"Felipe C de Almeida Consultório Odontológico",,"(38) 3676-4821",,,"Rua São José, 322 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Felipe C de Almeida Consultório Odontológico",job_listing,,"Rua São José, 322 - Unaí - MG",,,0,
641,place,Femagril,,"(38) 3676-6424",,"(38) 3676-6230","Rodovia Br 251, km 02 2009 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,Femagril,job_listing,agricolas|jato|jumil|maquinas|trator|tratores,"Rodovia Br 251, km 02 2009 - Unaí - MG",,,0,
642,place,"Fenix Limpeza Urbana",,"(38) 3676-6800",,,"Rod Mg 188, 200 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fenix Limpeza Urbana",job_listing,,"Rod Mg 188, 200 - Unaí - MG",,,0,
643,place,"Fera Gás",,"(38) 3676-2622",,"(38) 3676-7000","Rua Roncador, 418 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fera Gás",job_listing,agua|gas|mineral,"Rua Roncador, 418 - Unaí - MG",,,0,
644,place,"Ferragens Araújo",,"(38) 3676-9730",,,"Rua Frei Estevão, 75 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Ferragens Araújo",job_listing,,"Rua Frei Estevão, 75 - Unaí - MG",,,0,
645,place,"Mundial Ferragens","<strong>Mundial Ferragens</strong>
Loja de ferragens
Comércio de ferro e aço, ferramentas em geral","(38) 99968-8504","(38) 9868-8504",,"Avenida São João, 362 - Divinéia - Unaí - MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:43:""https://www.instagram.com/mundialferragens_"";}}",,,,"a:1:{i:0;s:86:""https://guiaunai.com.br/wp-content/uploads/2021/08/empresas-mundial-ferragens-logo.jpg"";}",,a:0:{},a:0:{},,,"<strong>Mundial Ferragens</strong>
Loja de ferragens
Comércio de ferro e aço, ferramentas em geral","Mundial Ferragens",job_listing,"aco|ferramentas|ferro|materiais de construcao|materiais para construcao|material de construcao|material para construcao","Avenida São João, 362 - Divinéia - Unaí - MG",,1,1,
646,place,"Rei do Ferro","<strong>Rei do Ferro</strong>

Loja de materiais de construção
Materiais para ferragens e construção
Serralheria, torneadora, estruturas metálicas
📲 (38) 3676-5258
Orçamentos ⬇️

<a href=""http://bit.ly/vendasreidoferro"" target=""_blank"" rel=""noopener"">bit.ly/vendasreidoferro</a>","(38) 3676-5258","(38) 3676-5258",,"Av. Governador Valadares, 1717 - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:32:""https://instagram.com/reidoferro"";}}",,,,"a:1:{i:0;s:82:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_logo.jpg"";}",,"a:11:{i:0;s:85:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-9.jpg"";i:1;s:85:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-8.jpg"";i:2;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-11.jpg"";i:3;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-12.jpg"";i:4;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-13.jpg"";i:5;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-14.jpg"";i:6;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-15.jpg"";i:7;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-16.jpg"";i:8;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-17.jpg"";i:9;s:86:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-18.jpg"";i:10;s:85:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_fotos-5.jpg"";}","a:1:{i:0;s:82:""https://www.guiaunai.com.br/wp-content/uploads/2021/08/empresa_reidoferro_bg-1.jpg"";}",,,"<strong>Rei do Ferro</strong>

Loja de materiais de construção
Materiais para ferragens e construção
Serralheria, torneadora, estruturas metálicas
📲 (38) 3676-5258
Orçamentos ⬇️

<a href=""http://bit.ly/vendasreidoferro"" target=""_blank"" rel=""noopener"">bit.ly/vendasreidoferro</a>","Rei do Ferro",job_listing,"aco|Estruturas Metálicas|ferragens|ferramentas|materiais de construcao|materiais para construcao|material de construcao|material para construcao|serralherias","Av. Governador Valadares, 1717 - Unaí, MG",,2,1,
647,place,"Ferraria - Serralheria do Anacleto",,"(38) 3676-1280",,,"Rodovia Br 251, km 873 nº 480 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Ferraria - Serralheria do Anacleto",job_listing,,"Rodovia Br 251, km 873 nº 480 - Unaí - MG",,,0,
648,place,"Ferro Velho Alta Rotação",,"(38) 3676-4959",,,"Rua José do Patrocínio, 94 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Ferro Velho Alta Rotação",job_listing,caminhao|guincho|munk,"Rua José do Patrocínio, 94 - Unaí - MG",,,0,
649,place,"Ferro Velho Comando",,"(38) 3676-3152",,,"Rua Virgílio Justiniano Ribeiro, 1337 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Ferro Velho Comando",job_listing,,"Rua Virgílio Justiniano Ribeiro, 1337 - Unaí - MG",,,0,
650,place,Ferrominas,,"(38) 3676-1116",,,"Rod Mg 188, 37 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,Ferrominas,job_listing,,"Rod Mg 188, 37 - Unaí - MG",,,0,
651,place,"Arca de Noé Festas Infantis",,"(38) 3676-0103",,,"Rua Celina Lisboa Frederico, 382 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Arca de Noé Festas Infantis",job_listing,,"Rua Celina Lisboa Frederico, 382 - Unaí - MG",,,0,
652,place,"Império das Festas",,"(38) 3676-3299",,,"Rua Nossa Senhora do Carmo, 382 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Império das Festas",job_listing,festas|infantis,"Rua Nossa Senhora do Carmo, 382 - Unaí - MG",,,0,
653,place,"Leila Festas",,"(38) 3677-3776",,,"Rua Geraldo F Santos, 380 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Leila Festas",job_listing,festas|infantis,"Rua Geraldo F Santos, 380 - Unaí - MG",,,0,
654,place,"Neuzinha Festas",,"(38) 99951-7923",,"(38) 99117-6812","Rua Celina Lisboa Frederico, 1046 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Neuzinha Festas",job_listing,festas|infantis,"Rua Celina Lisboa Frederico, 1046 - Unaí - MG",,,0,
655,place,Lubrizabel,,"(38) 3676-8667",,"(38) 3676-8225","Rua Virgílio Justiniano Ribeiro, 256 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,Lubrizabel,job_listing,de|filtro|filtros|lubrificantes|oleo,"Rua Virgílio Justiniano Ribeiro, 256 - Unaí - MG",,,0,
656,place,"Shopping dos Filtros",,"(38) 3676-1353",,"(38) 99906-5887","Rua São José, 760 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Shopping dos Filtros",job_listing,bebedouros|filtros|purificadores,"Rua São José, 760 - Unaí - MG",,,0,
658,place,Finaseg,,"(38) 3677-4468",,,"Rua Celina Lisboa Frederico, 175 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,Finaseg,job_listing,financeira|financiamento,"Rua Celina Lisboa Frederico, 175 - Unaí - MG",,,0,
659,place,"Filhos da Misericórdia Artigos Religiosos",,"(38) 3676-0811",,,"Rua José do Patrocínio, 329 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Filhos da Misericórdia Artigos Religiosos",job_listing,,"Rua José do Patrocínio, 329 - Unaí - MG",,,0,
660,place,"Fio a Fio",,"(38) 3676-9003",,,"Rua Aldeia, 322 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Fio a Fio",job_listing,,"Rua Aldeia, 322 - Unaí - MG",,,0,
661,place,"Flexa Radiadores",,"(38) 3676-2186",,,"Rua Alba Gonzaga, 641 - Centro - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Flexa Radiadores",job_listing,radiador,"Rua Alba Gonzaga, 641 - Centro - Unaí - MG",,,0,
662,place,"Floricultura Art Flora",,"(38) 3676-2374",,,"Rua Afonso Pena, 466 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Floricultura Art Flora",job_listing,flor|flores|floriculturas,"Rua Afonso Pena, 466 - Unaí - MG",,,0,
663,place,"Celebrar Eventos e Floricultura",,"(38) 3676-3701",,"(38) 99906-0181","Avenida Governador Valadares, 555 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Celebrar Eventos e Floricultura",job_listing,buques|coroas|flor|flores|floriculturas|funebres,"Avenida Governador Valadares, 555 - Unaí - MG",,,0,
664,place,"Floricultura Flor do Campo",,"(38) 3676-1962",,,"Rua Nossa Senhora do Carmo, 242 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"Floricultura Flor do Campo",job_listing,buques|coroas|flor|flores|floriculturas|funebres,"Rua Nossa Senhora do Carmo, 242 - Unaí - MG",,,0,
665,place,"Shekiná Floricultura",,"(38) 3676-7468",,"(38) 98818-7468","Rua Alba Gonzaga, 823 - Unaí - MG",,,a:0:{},,,alexandrarochabarbosa@yahoo.com.br,a:0:{},,a:0:{},a:0:{},,,,"Shekiná Floricultura",job_listing,buques|coroas|flor|flores|floriculturas|funebres,"Rua Alba Gonzaga, 823 - Unaí - MG",,,0,
666,place,"FM Motos e Fitness",,"(38) 3676-4297",,"(38) 3677-7231","Rua Alba Gonzaga, 484 - Unaí - MG",,,a:0:{},,,,a:0:{},,a:0:{},a:0:{},,,,"FM Motos e Fitness",job_listing,motos|oficina,"Rua Alba Gonzaga, 484 - Unaí - MG",,,0,
